3171	0
2239	0
467	0
11229	0
421	0
9351	0
1980	0
23198	0
22435	0
2700	0
4003	0
8203	0
20841	0
8452	0
22207	0
7652	0
847	0
2261	0
14300	0
13979	0
20705	0
1371	0
5111	0
1053	0
18395	0
16629	0
6939	0
20460	0
4629	0
3569	0
12232	0
1531	0
16092	0
816	0
1575	0
22143	0
15512	0
21971	0
435	0
4245	0
2043	0
447	0
451	0
438	0
17438	0
14381	0
9513	0
13310	0
839	0
11992	0
9722	0
10209	0
13490	0
3996	0
7830	0
2199	0
2215	0
17608	0
23814	0
6883	0
651	0
12098	0
17556	0
9253	0
16900	0
14995	0
13912	0
468	0
9264	0
2234	0
1767	0
843	0
4110	0
12522	0
1416	0
2657	0
3846	0
22037	0
23755	0
19077	0
2431	0
22309	0
442	0
22829	0
15911	0
19533	0
5981	0
6345	0
11833	0
1816	0
2768	0
7020	0
23227	0
21838	0
14864	0
1006	0
2253	0
16414	0
1067	0
12314	0
1262	0
7597	0
8789	0
11499	0
13534	0
14254	0
14627	0
19332	0
8445	0
7877	0
2061	0
10875	0
2755	0
19998	0
1015	0
23211	0
23454	0
10334	0
17500	0
814	0
3840	0
21618	0
1774	0
19956	0
8343	0
4201	0
1914	0
16146	0
1182	0
1796	0
9572	0
23237	0
19021	0
22401	0
17907	0
17562	0
14187	0
1943	0
12149	0
4162	0
23502	0
17946	0
9583	0
16129	0
7565	0
19043	0
23100	0
14079	0
21632	0
10622	0
22477	0
8648	0
18751	0
15358	0
10403	0
13205	0
23643	0
15381	0
14810	0
2032	0
4956	0
3671	0
16813	0
10396	0
5484	0
4680	0
20601	0
11319	0
3977	0
10317	0
1420	0
3753	0
19348	0
8107	0
8212	0
5051	0
21769	0
1597	0
9203	0
23007	0
11362	0
4593	0
2225	0
19291	0
2696	0
21285	0
17527	0
7173	0
23157	0
815	0
13069	0
2468	0
21230	0
14224	0
896	0
4888	0
22033	0
17621	0
9466	0
11222	0
22362	0
7156	0
16499	0
13064	0
13209	0
21721	0
4491	0
1999	0
4286	0
23462	0
17457	0
11201	0
2367	0
2423	0
17950	0
2124	0
4521	0
2680	0
6482	0
13495	0
2972	0
20337	0
8178	0
15629	0
1502	0
7776	0
157	0
19794	0
6807	0
16743	0
2649	0
19114	0
8862	0
15126	0
14471	0
11998	0
23057	0
5310	0
1532	0
3096	0
418	0
18037	0
20674	0
12932	0
1230	0
22900	0
23251	0
7417	0
15482	0
23662	0
7820	0
13423	0
4551	0
4870	0
8726	0
17241	0
4263	0
1064	0
4257	0
4261	0
9120	0
9301	0
18707	0
10531	0
8170	0
19491	0
17772	0
16710	0
19851	0
3531	0
15029	0
15499	0
21889	0
10500	0
14036	0
14586	0
3974	0
408	0
21436	0
11449	0
22485	0
8434	0
7726	0
4377	0
1208	0
5479	0
15486	0
14781	0
2525	0
3859	0
6363	0
17145	0
2499	0
3715	0
3147	0
19301	0
10490	0
10455	0
19159	0
10769	0
583	0
2978	0
3088	0
790	0
18400	0
20683	0
10140	0
16555	0
615	0
2164	0
16040	0
13513	0
3086	0
1769	0
12007	0
2701	0
7435	0
16573	0
978	0
434	0
424	0
1220	0
16575	0
2633	0
1590	0
462	0
17828	0
979	0
3614	0
8871	0
18991	0
21557	0
8794	0
591	0
23054	0
13477	0
22496	0
11091	0
18313	0
5377	0
20530	0
3412	0
18689	0
1967	0
3308	0
13235	0
13774	0
7514	0
11243	0
15206	0
11239	0
20807	0
11464	0
11726	0
2311	0
3839	0
12086	0
388	0
2794	0
22808	0
13368	0
14841	0
9232	0
18915	0
22546	0
4581	0
1539	0
23254	0
11561	0
18745	0
14826	0
5296	0
2675	0
10926	0
5428	0
20175	0
21817	0
2849	0
15601	0
18483	0
11069	0
21629	0
3721	0
17267	0
8635	0
15880	0
3221	0
4115	0
10536	0
22415	0
19179	0
2809	0
6027	0
6467	0
549	0
13154	0
2864	0
20334	0
3983	0
2974	0
5531	0
426	0
4073	0
5738	0
2892	0
3769	0
593	0
21539	0
817	0
826	0
17442	0
432	0
649	0
10333	0
459	0
18944	0
4480	0
6012	0
1940	0
7285	0
8401	0
613	0
2087	0
19134	0
17291	0
3654	0
22701	0
1962	0
21071	0
20180	0
17416	0
4538	0
4165	0
7191	0
1794	0
9774	0
5806	0
10616	0
3615	0
6202	0
17682	0
10398	0
11745	0
17901	0
3984	0
15906	0
5170	0
23812	0
9461	0
1760	0
4065	0
17585	0
2993	0
3042	0
5604	0
7264	0
20820	0
1013	0
20919	0
6257	0
2213	0
13378	0
14312	0
20955	0
4840	0
15793	0
3791	0
1738	0
2448	0
11353	0
3111	0
2876	0
4980	0
14554	0
7394	0
9657	0
2263	0
4801	0
18039	0
1982	0
20645	0
21998	0
470	0
20780	0
19966	0
21983	0
1193	0
8335	0
1952	0
22025	0
458	0
4808	0
7753	0
22018	0
2763	0
17600	0
441	0
20846	0
6946	0
6936	0
20245	0
841	0
12510	0
7759	0
19428	0
2095	0
449	0
18881	0
23183	0
667	0
429	0
10449	0
21739	0
17718	0
8841	0
3424	0
456	0
639	0
842	0
19167	0
14693	0
924	0
454	0
663	0
22004	0
16490	0
8146	0
12698	0
569	0
8746	0
5603	0
15802	0
22826	0
644	0
2079	0
16393	0
6022	0
16644	0
22708	0
834	0
3442	0
2808	0
14418	0
7440	0
1961	0
16442	0
7127	0
6191	0
8693	0
11026	0
7946	0
19229	0
13192	0
4534	0
12754	0
937	0
4976	0
13787	0
1918	0
22449	0
12951	0
16426	0
17705	0
9968	0
2000	0
22725	0
2015	0
22864	0
8699	0
9359	0
21064	0
2357	0
18144	0
16410	0
16400	0
16732	0
13099	0
15435	0
18215	0
14621	0
12683	0
2496	0
16118	0
15313	0
18484	0
15559	0
11068	0
23319	0
5236	0
16067	0
3739	0
6819	0
19385	0
2006	0
2535	0
2071	0
2324	0
581	0
573	0
4111	0
2664	0
17312	0
5231	0
8809	0
17701	0
5824	0
19904	0
19659	0
3440	0
8388	0
7307	0
13435	0
3774	0
8707	0
18408	0
12386	0
11173	0
20052	0
17169	0
23051	0
22427	0
20417	0
2214	0
2819	0
6992	0
4932	0
6929	0
3194	0
2939	0
3653	0
15510	0
594	0
5723	0
13720	0
23680	0
1905	0
2056	0
3084	0
21320	0
16772	0
12070	0
13453	0
5416	0
2607	0
823	0
3898	0
6095	0
23031	0
10891	0
23020	0
12627	0
2265	0
2815	0
5946	0
12788	0
19494	0
16457	0
7087	0
17857	0
17213	0
3304	0
2051	0
10254	0
10433	0
3837	0
22208	0
2092	0
7205	0
20011	0
1628	0
19317	0
14223	0
3192	0
21902	0
16563	0
22233	0
3250	0
8593	0
4088	0
16200	0
1913	0
20750	0
19683	0
19277	0
20265	0
15106	0
1661	0
12505	0
13363	0
1050	0
4510	0
3994	0
4977	0
9733	0
21695	0
4635	0
4565	0
15820	0
2949	0
3372	0
8592	0
4070	0
919	0
11756	0
19300	0
16039	0
1992	0
6570	0
16221	0
14997	0
13434	0
12316	0
3214	0
13409	0
3948	0
22809	0
2677	0
23296	0
16749	0
6478	0
5963	0
2703	0
4361	0
19413	0
11163	0
12706	0
4343	0
21033	0
436	0
1847	0
3013	0
19375	0
19593	0
4653	0
18478	0
444	0
565	0
463	0
448	0
20509	0
5624	0
15416	0
18159	0
15697	0
2058	0
10522	0
20695	0
3617	0
11099	0
12380	0
7298	0
2760	0
16364	0
3363	0
8934	0
21578	0
16516	0
6437	0
16820	0
21687	0
21669	0
8419	0
17066	0
6176	0
2871	0
17334	0
21142	0
7429	0
14791	0
23239	0
3925	0
11240	0
8561	0
2803	0
23326	0
17791	0
20114	0
17146	0
9298	0
22335	0
22533	0
20539	0
2917	0
7653	0
4250	0
650	0
4128	0
584	0
889	0
11589	0
820	0
8669	0
831	0
450	0
465	0
428	0
982	0
2216	0
1185	0
430	0
452	0
423	0
2631	0
20374	0
420	0
2636	0
627	0
1194	0
2063	0
616	0
3554	0
7948	0
9450	0
11948	0
3149	0
18449	0
11422	0
14503	0
10609	0
2699	0
21061	0
15261	0
5275	0
460	0
3912	0
2030	0
3388	0
4112	0
2896	0
10034	0
2843	0
17301	0
21029	0
17936	0
21453	0
4283	0
1557	0
23754	0
2104	0
2756	0
20162	0
14809	0
5516	0
7424	0
5518	0
7587	0
2689	0
2267	0
21771	0
5575	0
2274	0
23311	0
1989	0
3666	0
22818	0
4090	0
21882	0
23106	0
446	0
21195	0
1993	0
1996	0
10397	0
2001	0
16218	0
2740	0
1988	0
1995	0
1998	0
1987	0
23178	0
1986	0
2545	0
20379	0
17451	0
1990	0
16452	0
1994	0
1997	0
20522	0
1991	0
4892	0
18455	0
8442	0
22679	0
16250	0
7047	0
16540	0
17624	0
22561	0
437	0
2936	0
14045	0
4131	0
4097	0
21897	0
2647	0
5548	0
4574	0
2634	0
2070	0
595	0
1351	0
18412	0
417	0
832	0
17158	0
2726	0
587	0
2082	0
21676	0
597	0
12463	0
2012	0
17359	0
22088	0
628	0
4238	0
13744	0
14597	0
15716	0
590	0
6950	0
22213	0
643	0
2844	0
15327	0
620	0
662	0
5269	0
22012	0
641	0
5347	0
20150	0
17986	0
4576	0
574	0
3609	0
8182	0
3489	0
7947	0
7926	0
570	0
630	0
5923	0
619	0
557	0
2067	0
11640	0
824	0
1186	0
2089	0
12393	0
659	0
1196	0
23387	0
22279	0
653	0
17673	0
21349	0
625	0
21000	0
5467	0
3355	0
4191	0
11659	0
2323	0
7804	0
3475	0
6034	0
636	0
3352	0
18327	0
5466	0
20944	0
15215	0
3361	0
16957	0
578	0
2080	0
5333	0
9596	0
3611	0
607	0
7505	0
17827	0
439	0
17896	0
647	0
562	0
6497	0
11954	0
10005	0
1969	0
984	0
466	0
588	0
2025	0
2022	0
3425	0
622	0
10079	0
1352	0
21855	0
4639	0
2028	0
4570	0
664	0
14321	0
2094	0
576	0
4580	0
3730	0
22653	0
22889	0
4057	0
23390	0
3610	0
8125	0
598	0
461	0
6945	0
6739	0
11831	0
